product_name,price,quantity_sold,date,customer_type,category,sales,order_id,customer,payment,status,week,notification_type,notification_item,notification_date,notification_details
Toothpaste,223.53,27,2024-04-01,affiliate,food,6972.66,89808,Sara Lee,Processing,Out for Delivery,W3,Reminder,Order #89808,2024-04-01,Reminder for Toothpaste
Biscuits,91.41,36,2024-04-25,vip,cleaning,2715.03,60909,Carlos Gomez,Processing,Out for Delivery,W4,Promotion,Order #60909,2024-04-25,Promotion for Biscuits
Sugar,124.09,16,2024-03-20,new,electronics,1887.0,44941,Jane Smith,Unpaid,Processing,W8,Reminder,Order #44941,2024-03-20,Reminder for Sugar
Biscuits,14.87,23,2024-05-17,new,personal care,275.08,42952,Emily Brown,Refunded,Cancelled,W2,Reminder,Order #42952,2024-05-17,Reminder for Biscuits
Shampoo,468.6,14,2024-01-07,affiliate,home,6332.62,72415,Sofia Garcia,Unpaid,Delivered,W5,Cancelled,Order #72415,2024-01-07,Cancelled for Shampoo
Juice,129.03,32,2024-05-07,new,personal care,4187.5,27859,Carlos Gomez,Refunded,Delivered,W5,Reminder,Order #27859,2024-05-07,Reminder for Juice
Biscuits,367.59,1,2024-02-11,regular,clothing,426.14,74430,Lucas Rossi,Paid,Delivered,W9,Delivered,Order #74430,2024-02-11,Delivered for Biscuits
Juice,103.87,40,2024-02-19,wholesale,food,4104.59,62844,Jane Smith,Processing,Delivered,W3,Reminder,Order #62844,2024-02-19,Reminder for Juice
Shampoo,177.85,30,2024-01-11,wholesale,beverage,4591.94,52377,Wei Chen,Processing,Cancelled,W9,Settlement,Order #52377,2024-01-11,Settlement for Shampoo
Juice,166.28,33,2024-03-25,wholesale,home,6370.87,60311,Jane Smith,Unpaid,Delivered,W8,Reminder,Order #60311,2024-03-25,Reminder for Juice
Shampoo,325.38,3,2024-05-20,guest,toys,801.89,77299,Priya Patel,Pending,Delivered,W5,Delivered,Order #77299,2024-05-20,Delivered for Shampoo
Salt,250.09,48,2024-04-18,wholesale,toys,12092.04,75668,Mohammed Ali,Paid,Out for Delivery,W6,Returned,Order #75668,2024-04-18,Returned for Salt
Toothpaste,263.2,44,2024-02-21,wholesale,personal care,12372.91,80830,David Kim,Refunded,Processing,W1,Reminder,Order #80830,2024-02-21,Reminder for Toothpaste
Sugar,26.8,42,2024-02-11,returning,beverage,1323.94,47263,Sara Lee,Processing,Returned,W2,Shipped,Order #47263,2024-02-11,Shipped for Sugar
Juice,64.1,32,2024-03-10,employee,beverage,2083.63,26275,Anna Ivanova,Pending,On Hold,W6,Cancelled,Order #26275,2024-03-10,Cancelled for Juice
Toothpaste,224.32,7,2024-01-14,vip,stationery,1421.98,84608,Sofia Garcia,Refunded,Cancelled,W4,Delivered,Order #84608,2024-01-14,Delivered for Toothpaste
Sugar,100.24,41,2024-02-18,regular,personal care,4678.54,92019,David Kim,Partial,Shipping,W2,Shipped,Order #92019,2024-02-18,Shipped for Sugar
Biscuits,287.68,1,2024-05-31,affiliate,beverage,335.63,22288,Priya Patel,Unpaid,Cancelled,W9,Delayed,Order #22288,2024-05-31,Delayed for Biscuits
Tea,401.36,47,2024-01-09,returning,food,19647.46,86114,Carlos Gomez,Failed,Shipping,W1,Returned,Order #86114,2024-01-09,Returned for Tea
Sugar,176.95,30,2024-04-15,employee,food,4687.15,83762,Tom M�ller,Paid,Returned,W6,Shipped,Order #83762,2024-04-15,Shipped for Sugar
Juice,223.06,16,2024-03-14,returning,food,2888.28,24037,Tom M�ller,Paid,Returned,W4,Reminder,Order #24037,2024-03-14,Reminder for Juice
Sugar,285.38,17,2024-01-02,affiliate,home,5288.42,93247,Lucas Rossi,Paid,Returned,W9,Reminder,Order #93247,2024-01-02,Reminder for Sugar
Toothpaste,479.56,12,2024-01-28,wholesale,food,5884.98,33661,Tom M�ller,Processing,Shipping,W8,Cancelled,Order #33661,2024-01-28,Cancelled for Toothpaste
Juice,339.46,43,2024-05-20,new,electronics,16005.88,80574,Tom M�ller,Refunded,Shipping,W7,Delayed,Order #80574,2024-05-20,Delayed for Juice
Tea,266.36,20,2024-02-18,wholesale,stationery,5394.36,66101,David Kim,Refunded,Delivered,W1,Delivered,Order #66101,2024-02-18,Delivered for Tea
Sugar,57.21,36,2024-02-03,new,electronics,2016.98,82413,Anna Ivanova,Paid,Returned,W9,Reminder,Order #82413,2024-02-03,Reminder for Sugar
Salt,422.9,30,2024-01-06,regular,stationery,12375.71,43443,Mohammed Ali,Refunded,Returned,W3,Cancelled,Order #43443,2024-01-06,Cancelled for Salt
Bathroom Essentials,33.43,42,2024-01-31,vip,electronics,1583.2,44415,Fatima Zahra,Paid,Out for Delivery,W1,Delayed,Order #44415,2024-01-31,Delayed for Bathroom Essentials
Cooking Oil,318.92,35,2024-06-08,vip,food,11726.58,64893,Leslie Alexander,Partial,Processing,W8,Reminder,Order #64893,2024-06-08,Reminder for Cooking Oil
Soap,314.1,42,2024-02-17,employee,cleaning,13703.52,49828,Tom M�ller,Unpaid,Delivered,W7,Settlement,Order #49828,2024-02-17,Settlement for Soap
Basmati Rice,27.19,6,2024-05-10,affiliate,clothing,191.21,88718,Anna Ivanova,Paid,Delivered,W6,Settlement,Order #88718,2024-05-10,Settlement for Basmati Rice
Milk,18.88,11,2024-02-26,returning,food,221.16,42996,Anna Ivanova,Paid,Cancelled,W5,Returned,Order #42996,2024-02-26,Returned for Milk
Cooking Oil,209.98,46,2024-05-01,returning,stationery,8576.49,90293,Leslie Alexander,Paid,Returned,W6,Settlement,Order #90293,2024-05-01,Settlement for Cooking Oil
Sugar,386.13,14,2024-03-12,wholesale,home,5344.23,31737,Lucas Rossi,Pending,Out for Delivery,W6,Promotion,Order #31737,2024-03-12,Promotion for Sugar
Shampoo,288.22,44,2024-03-16,vip,cleaning,15133.52,49305,David Kim,Failed,Shipping,W9,Delayed,Order #49305,2024-03-16,Delayed for Shampoo
Milk,485.98,42,2024-05-26,vip,stationery,24469.36,39143,Sara Lee,Processing,Processing,W2,Cancelled,Order #39143,2024-05-26,Cancelled for Milk
Sugar,494.25,38,2024-03-08,wholesale,electronics,15439.49,20959,Sofia Garcia,Partial,Shipping,W7,Delayed,Order #20959,2024-03-08,Delayed for Sugar
Milk,359.16,44,2024-06-14,guest,beverage,14002.5,66824,Tom M�ller,Unpaid,Processing,W8,Reminder,Order #66824,2024-06-14,Reminder for Milk
Cooking Oil,208.62,14,2024-04-02,employee,toys,2379.25,45330,Leslie Alexander,Failed,Processing,W3,Info,Order #45330,2024-04-02,Info for Cooking Oil
Shampoo,469.35,15,2024-06-04,employee,cleaning,7224.02,60030,Fatima Zahra,Paid,Shipping,W9,Cancelled,Order #60030,2024-06-04,Cancelled for Shampoo
Salt,473.02,31,2024-06-16,employee,stationery,12179.34,62253,Fatima Zahra,Refunded,Out for Delivery,W3,Promotion,Order #62253,2024-06-16,Promotion for Salt
Toothpaste,95.08,39,2024-03-24,new,food,4289.35,89462,Fatima Zahra,Unpaid,Processing,W9,Returned,Order #89462,2024-03-24,Returned for Toothpaste
Coffee,31.98,33,2024-01-15,affiliate,stationery,1107.2,88671,Priya Patel,Paid,Processing,W2,Delivered,Order #88671,2024-01-15,Delivered for Coffee
Basmati Rice,394.29,25,2024-01-12,regular,clothing,10497.3,71129,Tom M�ller,Refunded,Delivered,W9,Returned,Order #71129,2024-01-12,Returned for Basmati Rice
Juice,154.56,40,2024-02-26,new,cleaning,5692.22,27500,Sofia Garcia,Failed,Processing,W5,Promotion,Order #27500,2024-02-26,Promotion for Juice
Snacks,17.77,20,2024-02-14,employee,toys,403.94,75647,Wei Chen,Pending,Cancelled,W3,Shipped,Order #75647,2024-02-14,Shipped for Snacks
Biscuits,10.6,22,2024-03-04,employee,clothing,219.91,68460,Anna Ivanova,Pending,Returned,W4,Reminder,Order #68460,2024-03-04,Reminder for Biscuits
Salt,229.14,46,2024-01-29,new,beverage,11680.1,75953,Mohammed Ali,Paid,Returned,W5,Delayed,Order #75953,2024-01-29,Delayed for Salt
Shampoo,181.15,28,2024-05-19,affiliate,food,4198.26,49267,John Doe,Failed,Delivered,W3,Returned,Order #49267,2024-05-19,Returned for Shampoo
Bathroom Essentials,489.48,16,2024-02-15,vip,home,8587.99,54368,Anna Ivanova,Unpaid,Cancelled,W9,Returned,Order #54368,2024-02-15,Returned for Bathroom Essentials
Tea,157.74,14,2024-05-18,guest,beverage,2047.7,97918,Carlos Gomez,Failed,On Hold,W9,Delayed,Order #97918,2024-05-18,Delayed for Tea
Shampoo,497.02,30,2024-04-14,affiliate,food,13415.47,62276,Mohammed Ali,Refunded,Cancelled,W3,Delayed,Order #62276,2024-04-14,Delayed for Shampoo
Juice,199.69,39,2024-06-13,vip,cleaning,6528.04,66402,Wei Chen,Partial,Returned,W3,Delivered,Order #66402,2024-06-13,Delivered for Juice
Tea,71.33,40,2024-06-26,guest,home,2815.7,75790,John Doe,Paid,Cancelled,W5,Shipped,Order #75790,2024-06-26,Shipped for Tea
Cooking Oil,401.55,34,2024-01-13,wholesale,food,12220.35,71044,Mohammed Ali,Pending,Shipping,W8,Promotion,Order #71044,2024-01-13,Promotion for Cooking Oil
Tea,329.64,31,2024-03-31,vip,beverage,12043.68,89287,Leslie Alexander,Unpaid,Out for Delivery,W3,Shipped,Order #89287,2024-03-31,Shipped for Tea
Toothpaste,339.96,26,2024-04-10,wholesale,beverage,8418.58,76570,David Kim,Partial,Shipping,W1,Settlement,Order #76570,2024-04-10,Settlement for Toothpaste
Snacks,232.07,46,2024-03-26,guest,toys,11124.51,81292,Wei Chen,Failed,Delivered,W4,Info,Order #81292,2024-03-26,Info for Snacks
Shampoo,304.35,18,2024-03-05,wholesale,food,5106.65,90448,Mohammed Ali,Partial,Returned,W4,Reminder,Order #90448,2024-03-05,Reminder for Shampoo
Tea,212.51,50,2024-02-16,vip,food,10952.63,51851,Sofia Garcia,Partial,Out for Delivery,W4,Settlement,Order #51851,2024-02-16,Settlement for Tea
Wheat,143.35,18,2024-04-29,vip,food,2872.32,55695,Anna Ivanova,Pending,Returned,W6,Returned,Order #55695,2024-04-29,Returned for Wheat
Juice,294.48,40,2024-02-15,affiliate,toys,11927.12,94336,Wei Chen,Paid,Out for Delivery,W9,Promotion,Order #94336,2024-02-15,Promotion for Juice
Sugar,327.69,5,2024-05-20,vip,stationery,1919.07,71148,Fatima Zahra,Failed,On Hold,W6,Delayed,Order #71148,2024-05-20,Delayed for Sugar
Bathroom Essentials,307.15,20,2024-02-14,employee,home,6170.02,64274,John Doe,Processing,Cancelled,W2,Shipped,Order #64274,2024-02-14,Shipped for Bathroom Essentials
Bathroom Essentials,148.44,29,2024-02-20,wholesale,beverage,5066.83,95420,Anna Ivanova,Pending,Cancelled,W8,Reminder,Order #95420,2024-02-20,Reminder for Bathroom Essentials
Cooking Oil,247.59,8,2024-03-14,guest,stationery,1927.58,65913,Leslie Alexander,Processing,Cancelled,W1,Delayed,Order #65913,2024-03-14,Delayed for Cooking Oil
Toothpaste,326.24,12,2024-05-06,employee,stationery,4475.43,30270,Sofia Garcia,Paid,Out for Delivery,W8,Settlement,Order #30270,2024-05-06,Settlement for Toothpaste
Sugar,480.52,37,2024-02-20,regular,stationery,18249.27,56663,John Doe,Failed,Cancelled,W3,Cancelled,Order #56663,2024-02-20,Cancelled for Sugar
Shampoo,312.67,21,2024-06-15,new,personal care,6891.05,96101,Lucas Rossi,Paid,Out for Delivery,W2,Returned,Order #96101,2024-06-15,Returned for Shampoo
Wheat,62.79,12,2024-03-01,regular,food,853.36,25668,Leslie Alexander,Partial,Out for Delivery,W6,Reminder,Order #25668,2024-03-01,Reminder for Wheat
Milk,223.89,22,2024-06-18,employee,beverage,4154.87,23124,Sara Lee,Unpaid,Returned,W3,Delivered,Order #23124,2024-06-18,Delivered for Milk
Sugar,205.73,38,2024-03-28,regular,beverage,6381.19,93564,David Kim,Unpaid,Out for Delivery,W8,Info,Order #93564,2024-03-28,Info for Sugar
Shampoo,331.8,6,2024-04-23,employee,cleaning,1738.89,66370,Emily Brown,Refunded,Out for Delivery,W3,Delivered,Order #66370,2024-04-23,Delivered for Shampoo
Juice,48.75,7,2024-02-18,guest,stationery,385.69,88728,Carlos Gomez,Refunded,Delivered,W2,Returned,Order #88728,2024-02-18,Returned for Juice
Sugar,316.7,33,2024-05-30,guest,toys,10309.29,97891,Mohammed Ali,Processing,On Hold,W3,Promotion,Order #97891,2024-05-30,Promotion for Sugar
Toothpaste,137.92,3,2024-02-28,regular,food,438.43,26914,Jane Smith,Paid,Processing,W1,Info,Order #26914,2024-02-28,Info for Toothpaste
Wheat,399.71,47,2024-02-08,vip,electronics,21901.39,92808,David Kim,Pending,Delivered,W6,Delayed,Order #92808,2024-02-08,Delayed for Wheat
Biscuits,120.35,1,2024-06-02,vip,food,106.22,49616,John Doe,Failed,Delivered,W6,Reminder,Order #49616,2024-06-02,Reminder for Biscuits
Basmati Rice,150.12,2,2024-06-18,regular,stationery,303.19,26219,Wei Chen,Processing,Out for Delivery,W3,Settlement,Order #26219,2024-06-18,Settlement for Basmati Rice
Cooking Oil,269.03,6,2024-04-04,new,personal care,1457.18,65747,Emily Brown,Processing,Processing,W3,Delayed,Order #65747,2024-04-04,Delayed for Cooking Oil
Salt,90.97,43,2024-04-22,new,clothing,3272.8,51620,Lucas Rossi,Refunded,Cancelled,W9,Delayed,Order #51620,2024-04-22,Delayed for Salt
Basmati Rice,117.44,14,2024-06-05,employee,food,1606.06,39119,Jane Smith,Pending,Shipping,W6,Info,Order #39119,2024-06-05,Info for Basmati Rice
Basmati Rice,114.31,33,2024-02-25,wholesale,cleaning,4165.57,67587,Priya Patel,Failed,Returned,W4,Reminder,Order #67587,2024-02-25,Reminder for Basmati Rice
Wheat,112.39,5,2024-01-31,vip,cleaning,467.28,21300,Leslie Alexander,Pending,Out for Delivery,W2,Cancelled,Order #21300,2024-01-31,Cancelled for Wheat
Tea,27.26,41,2024-04-10,affiliate,home,940.07,37287,Priya Patel,Processing,Processing,W3,Settlement,Order #37287,2024-04-10,Settlement for Tea
Soap,43.27,16,2024-04-13,employee,electronics,649.23,41164,David Kim,Pending,Returned,W1,Info,Order #41164,2024-04-13,Info for Soap
Cooking Oil,183.06,21,2024-01-11,regular,electronics,3823.91,96604,John Doe,Unpaid,Cancelled,W6,Info,Order #96604,2024-01-11,Info for Cooking Oil
Salt,67.13,40,2024-03-04,returning,beverage,3022.31,63999,David Kim,Unpaid,Processing,W9,Promotion,Order #63999,2024-03-04,Promotion for Salt
Tea,417.29,18,2024-05-20,returning,home,7624.47,85929,Tom M�ller,Refunded,Returned,W7,Delayed,Order #85929,2024-05-20,Delayed for Tea
Coffee,106.31,48,2024-05-12,employee,stationery,5301.1,54644,Priya Patel,Paid,On Hold,W8,Cancelled,Order #54644,2024-05-12,Cancelled for Coffee
Bathroom Essentials,188.67,31,2024-05-04,employee,clothing,5130.13,55507,Fatima Zahra,Refunded,Returned,W2,Settlement,Order #55507,2024-05-04,Settlement for Bathroom Essentials
Tea,391.7,43,2024-01-08,guest,clothing,15156.23,45310,David Kim,Unpaid,Cancelled,W7,Cancelled,Order #45310,2024-01-08,Cancelled for Tea
Shampoo,171.19,13,2024-04-02,wholesale,personal care,2099.93,22209,Emily Brown,Paid,Processing,W8,Delivered,Order #22209,2024-04-02,Delivered for Shampoo
Shampoo,325.11,34,2024-02-24,wholesale,toys,9909.94,23660,John Doe,Processing,Processing,W9,Reminder,Order #23660,2024-02-24,Reminder for Shampoo
Salt,378.9,29,2024-02-04,regular,home,10347.64,21237,Fatima Zahra,Failed,Out for Delivery,W2,Promotion,Order #21237,2024-02-04,Promotion for Salt
Wheat,441.63,20,2024-06-19,wholesale,beverage,8157.94,98274,Anna Ivanova,Refunded,On Hold,W4,Shipped,Order #98274,2024-06-19,Shipped for Wheat
Soap,358.59,4,2024-04-15,affiliate,cleaning,1572.15,84622,Mohammed Ali,Refunded,Cancelled,W3,Delivered,Order #84622,2024-04-15,Delivered for Soap
Salt,83.67,22,2024-04-20,employee,food,1839.82,29028,Wei Chen,Unpaid,Shipping,W4,Delayed,Order #29028,2024-04-20,Delayed for Salt
Toothpaste,52.42,37,2024-05-11,vip,home,1628.04,40122,David Kim,Refunded,Shipping,W6,Info,Order #40122,2024-05-11,Info for Toothpaste
