product_name,price,quantity_sold,date,customer_type,category,sales,order_id,customer,payment,status,week,notification_type,notification_item,notification_date,notification_details
Milk,76.03,7,2024-05-07,wholesale,cleaning,628.33,74746,Anna Ivanova,Unpaid,Processing,W5,Shipped,Order #74746,2024-05-07,Shipped for Milk
Juice,182.0,50,2024-06-18,regular,home,8463.68,47970,David Kim,Unpaid,Delivered,W7,Reminder,Order #47970,2024-06-18,Reminder for Juice
Sugar,195.99,47,2024-02-13,employee,stationery,9547.35,28547,Tom M�ller,Processing,Shipping,W7,Returned,Order #28547,2024-02-13,Returned for Sugar
Toothpaste,287.05,40,2024-02-07,guest,stationery,10834.34,38042,Sara Lee,Paid,Delivered,W8,Delayed,Order #38042,2024-02-07,Delayed for Toothpaste
Bathroom Essentials,256.45,42,2024-06-02,affiliate,personal care,9735.94,73238,Priya Patel,Paid,Shipping,W1,Info,Order #73238,2024-06-02,Info for Bathroom Essentials
Biscuits,334.86,43,2024-01-14,regular,home,15203.48,42103,Anna Ivanova,Processing,Cancelled,W4,Cancelled,Order #42103,2024-01-14,Cancelled for Biscuits
Basmati Rice,473.05,44,2024-02-17,guest,clothing,18725.61,39321,Wei Chen,Paid,Returned,W7,Returned,Order #39321,2024-02-17,Returned for Basmati Rice
Biscuits,26.5,37,2024-06-16,guest,beverage,1082.75,44670,Leslie Alexander,Pending,Returned,W7,Delivered,Order #44670,2024-06-16,Delivered for Biscuits
Snacks,471.83,43,2024-04-13,returning,personal care,22009.64,53095,Emily Brown,Failed,Out for Delivery,W4,Shipped,Order #53095,2024-04-13,Shipped for Snacks
Coffee,59.52,43,2024-05-03,returning,food,2829.12,98662,Mohammed Ali,Processing,Delivered,W5,Promotion,Order #98662,2024-05-03,Promotion for Coffee
Salt,278.84,46,2024-04-05,vip,home,11649.38,91069,Emily Brown,Unpaid,Cancelled,W7,Returned,Order #91069,2024-04-05,Returned for Salt
Snacks,192.63,50,2024-04-17,employee,clothing,11489.33,89413,Sara Lee,Pending,Cancelled,W5,Returned,Order #89413,2024-04-17,Returned for Snacks
Basmati Rice,414.45,27,2024-05-16,employee,cleaning,12325.71,53966,John Doe,Partial,Shipping,W5,Info,Order #53966,2024-05-16,Info for Basmati Rice
Sugar,51.96,34,2024-04-12,guest,clothing,1471.74,48461,Jane Smith,Pending,Cancelled,W5,Promotion,Order #48461,2024-04-12,Promotion for Sugar
Biscuits,413.21,44,2024-01-05,regular,stationery,19947.25,73101,Priya Patel,Paid,Delivered,W9,Promotion,Order #73101,2024-01-05,Promotion for Biscuits
Sugar,97.97,4,2024-01-14,wholesale,personal care,423.09,85409,Carlos Gomez,Refunded,Delivered,W3,Cancelled,Order #85409,2024-01-14,Cancelled for Sugar
Bathroom Essentials,325.01,45,2024-06-13,regular,home,12657.49,38796,Lucas Rossi,Processing,On Hold,W1,Reminder,Order #38796,2024-06-13,Reminder for Bathroom Essentials
Basmati Rice,477.6,28,2024-03-23,new,home,11280.14,60336,Lucas Rossi,Processing,On Hold,W3,Cancelled,Order #60336,2024-03-23,Cancelled for Basmati Rice
Bathroom Essentials,230.75,8,2024-05-13,employee,stationery,1513.67,87294,Priya Patel,Partial,Cancelled,W8,Settlement,Order #87294,2024-05-13,Settlement for Bathroom Essentials
Salt,195.53,6,2024-01-24,new,beverage,1202.0,21564,Jane Smith,Processing,Shipping,W6,Shipped,Order #21564,2024-01-24,Shipped for Salt
Tea,178.51,39,2024-03-10,regular,personal care,8135.74,20742,Mohammed Ali,Partial,Returned,W4,Settlement,Order #20742,2024-03-10,Settlement for Tea
Coffee,424.62,39,2024-05-18,returning,clothing,18667.02,68768,David Kim,Unpaid,Cancelled,W4,Reminder,Order #68768,2024-05-18,Reminder for Coffee
Coffee,269.37,47,2024-03-09,vip,beverage,12411.44,92667,David Kim,Processing,On Hold,W2,Delivered,Order #92667,2024-03-09,Delivered for Coffee
Snacks,300.98,1,2024-03-05,wholesale,electronics,337.12,52125,Jane Smith,Pending,Processing,W3,Settlement,Order #52125,2024-03-05,Settlement for Snacks
Salt,409.22,22,2024-03-03,employee,clothing,8503.99,66534,Anna Ivanova,Paid,Shipping,W6,Shipped,Order #66534,2024-03-03,Shipped for Salt
