product_name,price,quantity_sold,date,customer_type,category,sales,order_id,customer,payment,status,week,notification_type,notification_item,notification_date,notification_details
Biscuits,40.05,33,2024-02-18,regular,home,1260.88,52463,Jane Smith,Partial,Processing,W3,Returned,Order #52463,2024-02-18,Returned for Biscuits
Bathroom Essentials,366.55,7,2024-04-17,returning,food,2341.22,74429,Leslie Alexander,Pending,Cancelled,W2,Info,Order #74429,2024-04-17,Info for Bathroom Essentials
Tea,225.0,8,2024-03-04,returning,clothing,1905.74,57304,Sara Lee,Unpaid,Processing,W3,Shipped,Order #57304,2024-03-04,Shipped for Tea
Milk,58.42,49,2024-06-28,vip,stationery,2690.02,88210,David Kim,Processing,Cancelled,W3,Info,Order #88210,2024-06-28,Info for Milk
Cooking Oil,442.5,2,2024-04-21,returning,personal care,860.28,39881,Priya Patel,Unpaid,Shipping,W9,Delayed,Order #39881,2024-04-21,Delayed for Cooking Oil
Tea,286.58,12,2024-05-15,affiliate,electronics,3054.7,64888,Sara Lee,Unpaid,On Hold,W5,Info,Order #64888,2024-05-15,Info for Tea
Tea,365.99,45,2024-04-20,new,food,15640.71,33976,Leslie Alexander,Unpaid,Shipping,W1,Cancelled,Order #33976,2024-04-20,Cancelled for Tea
Toothpaste,70.81,38,2024-02-02,guest,toys,2400.17,55631,Priya Patel,Pending,Shipping,W6,Info,Order #55631,2024-02-02,Info for Toothpaste
Sugar,76.51,5,2024-01-03,employee,stationery,418.78,81877,Anna Ivanova,Pending,Processing,W5,Settlement,Order #81877,2024-01-03,Settlement for Sugar
Soap,438.15,40,2024-01-14,vip,cleaning,18975.58,32818,John Doe,Paid,Returned,W5,Delivered,Order #32818,2024-01-14,Delivered for Soap
Toothpaste,50.15,46,2024-06-06,affiliate,home,2002.08,40767,Emily Brown,Pending,Out for Delivery,W3,Settlement,Order #40767,2024-06-06,Settlement for Toothpaste
Salt,72.12,10,2024-01-07,guest,cleaning,578.29,62237,Carlos Gomez,Failed,On Hold,W4,Shipped,Order #62237,2024-01-07,Shipped for Salt
Sugar,233.38,44,2024-01-07,wholesale,toys,8628.27,32725,Jane Smith,Partial,Delivered,W4,Shipped,Order #32725,2024-01-07,Shipped for Sugar
Soap,343.46,2,2024-02-11,new,food,664.99,28307,Mohammed Ali,Refunded,Returned,W3,Shipped,Order #28307,2024-02-11,Shipped for Soap
Snacks,75.2,21,2024-02-26,vip,beverage,1888.04,54795,Fatima Zahra,Failed,Returned,W4,Delayed,Order #54795,2024-02-26,Delayed for Snacks
Milk,466.23,15,2024-05-30,wholesale,electronics,7712.3,59414,Tom M�ller,Paid,Cancelled,W9,Shipped,Order #59414,2024-05-30,Shipped for Milk
Bathroom Essentials,300.3,38,2024-03-11,guest,home,9249.79,98676,Sara Lee,Refunded,Cancelled,W1,Info,Order #98676,2024-03-11,Info for Bathroom Essentials
Juice,451.23,44,2024-04-15,returning,personal care,16231.72,68300,Leslie Alexander,Partial,Delivered,W1,Delivered,Order #68300,2024-04-15,Delivered for Juice
Coffee,440.83,41,2024-05-29,new,cleaning,19652.78,82789,Fatima Zahra,Failed,Delivered,W2,Delayed,Order #82789,2024-05-29,Delayed for Coffee
Wheat,84.19,1,2024-01-20,affiliate,cleaning,98.93,35262,Emily Brown,Paid,Returned,W7,Promotion,Order #35262,2024-01-20,Promotion for Wheat
Snacks,105.18,1,2024-05-30,returning,electronics,124.46,99553,Mohammed Ali,Pending,Delivered,W9,Shipped,Order #99553,2024-05-30,Shipped for Snacks
Toothpaste,471.15,28,2024-04-30,guest,food,15627.34,39433,David Kim,Paid,Processing,W9,Reminder,Order #39433,2024-04-30,Reminder for Toothpaste
Snacks,477.03,19,2024-06-13,guest,stationery,9129.42,48142,Leslie Alexander,Refunded,Cancelled,W9,Cancelled,Order #48142,2024-06-13,Cancelled for Snacks
Biscuits,95.12,15,2024-05-06,guest,stationery,1187.77,51018,David Kim,Paid,Returned,W4,Shipped,Order #51018,2024-05-06,Shipped for Biscuits
Juice,253.04,38,2024-06-27,vip,toys,9379.53,31681,Mohammed Ali,Unpaid,Shipping,W2,Delivered,Order #31681,2024-06-27,Delivered for Juice
Milk,102.59,27,2024-03-07,regular,stationery,2303.91,67909,Fatima Zahra,Paid,Cancelled,W8,Info,Order #67909,2024-03-07,Info for Milk
Salt,318.6,25,2024-06-21,regular,food,9011.65,99780,Sofia Garcia,Paid,Cancelled,W7,Promotion,Order #99780,2024-06-21,Promotion for Salt
Salt,264.1,19,2024-06-29,new,stationery,5876.83,95034,Wei Chen,Pending,Out for Delivery,W3,Delayed,Order #95034,2024-06-29,Delayed for Salt
Biscuits,80.68,6,2024-03-08,guest,electronics,517.87,45364,Wei Chen,Unpaid,On Hold,W4,Delivered,Order #45364,2024-03-08,Delivered for Biscuits
Soap,13.05,41,2024-01-03,regular,food,523.15,60329,Priya Patel,Refunded,Out for Delivery,W7,Reminder,Order #60329,2024-01-03,Reminder for Soap
Shampoo,201.01,27,2024-03-03,guest,electronics,4489.62,96139,Emily Brown,Unpaid,Out for Delivery,W3,Reminder,Order #96139,2024-03-03,Reminder for Shampoo
Sugar,334.4,1,2024-03-23,regular,beverage,393.64,95020,Emily Brown,Partial,Processing,W9,Promotion,Order #95020,2024-03-23,Promotion for Sugar
Juice,100.82,9,2024-06-20,wholesale,food,881.17,60341,Carlos Gomez,Refunded,On Hold,W1,Shipped,Order #60341,2024-06-20,Shipped for Juice
Snacks,311.1,39,2024-01-03,guest,personal care,12544.72,21824,Leslie Alexander,Paid,Processing,W6,Returned,Order #21824,2024-01-03,Returned for Snacks
Basmati Rice,480.43,31,2024-05-15,guest,toys,17094.88,67127,Leslie Alexander,Partial,Cancelled,W3,Cancelled,Order #67127,2024-05-15,Cancelled for Basmati Rice
Juice,374.88,35,2024-05-29,returning,home,11656.11,77626,Sofia Garcia,Pending,Delivered,W6,Promotion,Order #77626,2024-05-29,Promotion for Juice
Cooking Oil,250.98,33,2024-03-02,guest,beverage,8165.62,99910,Leslie Alexander,Paid,Delivered,W9,Cancelled,Order #99910,2024-03-02,Cancelled for Cooking Oil
Shampoo,383.34,30,2024-02-19,employee,home,12253.37,72256,Lucas Rossi,Partial,Delivered,W1,Promotion,Order #72256,2024-02-19,Promotion for Shampoo
Milk,46.48,32,2024-02-10,affiliate,home,1225.62,46462,Lucas Rossi,Paid,Returned,W1,Shipped,Order #46462,2024-02-10,Shipped for Milk
Cooking Oil,439.07,34,2024-06-12,returning,beverage,15784.49,59782,Emily Brown,Partial,Out for Delivery,W7,Delayed,Order #59782,2024-06-12,Delayed for Cooking Oil
Soap,23.83,13,2024-01-03,employee,home,301.02,40206,Priya Patel,Pending,Returned,W5,Cancelled,Order #40206,2024-01-03,Cancelled for Soap
Salt,305.08,34,2024-03-04,regular,stationery,12209.71,30157,Lucas Rossi,Paid,Returned,W3,Info,Order #30157,2024-03-04,Info for Salt
Milk,397.47,33,2024-04-16,guest,home,14529.49,54459,Carlos Gomez,Processing,Returned,W4,Reminder,Order #54459,2024-04-16,Reminder for Milk
Tea,363.11,32,2024-01-11,vip,beverage,10218.84,48104,Sofia Garcia,Pending,Out for Delivery,W8,Reminder,Order #48104,2024-01-11,Reminder for Tea
Wheat,418.25,3,2024-03-11,wholesale,toys,1173.65,57495,Jane Smith,Unpaid,Out for Delivery,W8,Settlement,Order #57495,2024-03-11,Settlement for Wheat
Tea,77.46,23,2024-01-24,guest,electronics,1859.19,62874,Carlos Gomez,Refunded,Shipping,W8,Settlement,Order #62874,2024-01-24,Settlement for Tea
Biscuits,14.97,9,2024-03-13,returning,personal care,109.33,88989,David Kim,Pending,Out for Delivery,W7,Returned,Order #88989,2024-03-13,Returned for Biscuits
Sugar,189.75,43,2024-05-21,regular,cleaning,9647.71,70815,Carlos Gomez,Pending,On Hold,W9,Delivered,Order #70815,2024-05-21,Delivered for Sugar
